term,speech_part,meaning
various,adj.,nadumaduma
vary,v.,agsusupadi
vast,adj.,"nalawa, adu"
vastness,n.,kinalawa
vault,"n., v.",lumagto
veal,v.,carne ti urbon a vaca
vegetable,n.,nateng
vehicle,n.,lugan a magna iti daga
veil,n.,"abbong, velo, dalungdong"
veiled,adj.,nailinged
vein,n.,urat
velocity,n.,"partac, kinapartac"
velvet,adj.,"nalamuyot, nalucneng"
vendetta,n.,bales panagicaro
vendor,n.,aglaclaco
venerable,adj.,nadayaw
venerate,v.,idayaw
veneration,n.,panagdayaw
vengeance,n.,panagibales
vengeful,adj.,managibales
venom,n.,giasabidong
venomous,adj.,"napno iti sabidong, nagita"
vent,n.,abut
ventilate,v.,"palamiisan, paanginan"
ventilation,n.,panangpalamiis iti angin
venture,v.,padasen
veracity,n .,kinapudno
verb,n.,verbo
verbal,adj.,naisao
verbal noun,n.,banag a mangipalawag
verbally,adv.,babaen ti sao
verdant,adj.,"naverde, nalangto"
vererano,n.,veterano
verification,n.,"kinapudno, pannacapanecnec"
verify,v.,panecnecan
verse,n.,"daniw, verso, binatog ti daniw"
versus,prep.,maisupiat
very,adj.,pudno unay
vessel,n.,sasacayan iti danum
vest,v.,"iccan, ited, icawes"
veto,n.,"panangsupiat, veto"
veto,v.,"supiaten, patayen"
vex,v.,"pagpungtoten, singaen"
vexation,n.,"pungtot, suron, paricut"
via,prep.,dalan ti
viand,n.,sida
vice,n.,"vicio, vice, casuno"
vicinity,n.,"iti aglicmut, arubayan"
victim,n.,nadangranan
victor,n.,"nangabac, nagballigi"
victorious,adj.,nagballigi
victory,n.,"panangabac, balligi"
vie,v.,makiginnasat
view,n.,buya
view,v.,"buyaen, kitaen"
vigil,n.,"panangimutectec, panangbantay"
vigilance,n.,panagaywan
vigor,n.,pigsa
vigorous,adj.,napigsa
vile,adj.,"narugit, nalaad"
village,n.,"bario, away"
villain,n.,"dakes a tao, sumupiat iti bunuar"
villainous,adj.,managdacdakes
vim,n.,pigsa
vine,n.,"mula nga agcalatcat, lanut"
vinegar,n.,suca
violate,v.,salungasingen
violation,n.,panangasalungasing
violent,adj.,"napigsa, narungsot"
violin,n.,violin
virgin,n.,"virgen, kinasingpet"
virginity,n.,"kinasingpet, kinadalus"
virtue,n.,"dayaw, nasayaat a cababalin"
virtuous,adj.,"nadayaw, natalna"
visible,adj.,"makita, maimatangan"
vision,n.,"parparmata, sirmata"
visionary,adj.,managparmata
visit,n.,sumarungcar
visit,v.,"sarungcaran, kitaen"
visitor,n.,sangaili
vital,adj.,cangrunaan a masapul
vitality,n.,kinapigsa
vivacious,adj.,"naayat, naragsac"
vocabulary,n.,"balicas, pagadalan iti sao"
vocalist,n.,cumacanta
vocation,n.,kita ti panggedan
vocational,adj.,maipapan cadagiti panggedan
vogue,n.,"kita, moda, tabas"
voice,n.,timec
voice,v.,ipecsa
void,adj.,"awanan carga, awanan caipapanan"
void,n.,kinaawan naguneg
voluble,adj.,"managsarita, bassawang"
volume,n.,"libro, capigsa ti timec, gatad, pagbasaan"
voluminous,adj.,napuscol
voluntary,adj.,"sigaganetget, situtulnog saan a pinilit, sipupuso"
vomit,v.,agsarwa
vote,n.,"votos, agpili"
vow,n.,"sapata, cari"
vow,v.,agcari
vowel,"n. dagiti letra a cas, e, o, u, i.",
voyage,n.,"panaglayag, panaglasat iti taaw"
vulgar,adj.,"napasindayag, naalas, nadursoc"
vulnerable,adj.,"nalupoy, nacapsut"
wade,v.,"agayayam iti danum, aguper"
wag,v.,"calawikwik, cutien"
wage,n.,"sueldo, tangan"
wage war,v.,makigubat
wager,v.,pumusta
wagon,n.,"lugan, vagon"
wail,v.,aganung-og
wailings,n.,"panagsangit, anug-og"
waist,n.,"sibet, siket"
waistcoat,n.,chaleco
wait,v.,aguray
waiter,n.,"agidasar, agpaay, aguray"
waiting room,n.,pagurayan
waive,v.,baybay-an
wake,v.,"panagriing, riingen"
walk,n.,magna
wall,n.,diding
wallet,n.,petaca
wallow,v.,aglubnac
wan,adj.,nabessag
wander,v.,"umadayo, agpasiar"
want,n.,"cayat, tarigagay"
want,v.,"kiddawen, tarigagayan"
wanting,adj.,"agcurang, agtarigagay"
war,n.,"gubat, riribuc"
warble,v.,agcanta
warbler,n.,cumacanta
ward,n.,"siled ti hospital, pagtaracnan"
warden,n.,agbambantay iti balud
wardrobe,n.,pagyanan ti cawes
ware,n.,dagiti tagilaco
warm,v.,"baraen, salimu-oten, dagaangen"
warmly,adv.,"siaayat, sibabara"
warn,v.,pagtigmaanan
warning,n.,patigmaan
warrant,n.,pammanecnec
warrior,n.,"soldado, buyot"
wart,n.,tucactucac
wash,n.,linabaan
wash,v.,"bugguan, labaan"
washer,n.,"aglalaba, agdaldalus"
washout,adj.,"naiyayus, halpas a nadangran"
wasteful,adj.,"managdadael, managbuslon"
watch,n.,"panagbantay, reloj"
watch,v.,"bantayan, siputan"
watchdog,n.,aso nga agbantay
watchful,adj.,"naridam, nasiput"
watchman,n.,agbanbantay
water,n.,danum
water,v.,"sibugan, danuman"
watermelon,n.,"sandia, melon"
waterproof,adj.,saan a mabasa
watery,adj.,nadanum
wave,n.,"dalluyon, allon"
wave,v.,"palapay, agpayapay, agdalluyon, agculot"
wavy,adj.,"naculot, cas iti dalluyon"
wax,n.,allid
waxen,adj.,"napigket, nasileng"
way,n.,"dalan, pamuspusan"
waylay,v.,"tambangan, saeden"
wayward,adj.,"nasukir, nayaw-awan, saan a nasursuruan"
we,pron.,"datayo, data, dacami"
weak,adj.,"marucop, nalupoy, nacapsut"
weak-kneed,adj.,managbuteng
weakness,n.,kinalupoy
wealth,n.,nabacnang
wealthy,adj.,"nabacnang, aduan"
wean,v.,"iyadayo, ipanaw, ipusing"
weapon,n.,"igam, armas"
wear,n.,cawes
wear,v.,"agcawes, agaramat, runoten"
weariness,n.,"bannog, kettang"
weary,adj.,nabannog
weather,n.,casasaad ti panawen
weather,v.,"sarangten, itured"
weave,n.,abel
weave,v.,"ablen, lagaen"
weaver,n.,agababel
web,n.,balay ti lawwalawwa
webby,adj.,"naabel, nalaga, saput"
wed,v.,"icasar, casaren"
wedding,n.,casar
wedding bell,n.,campana ti agcasar
wedge,n.,sanat
wednesday,n.,Miercoles
weed,n.,ruot
weed,v.,dalusan
week,n.,macadomingo lawas
weekly,adv.,"dinomingo, linawas"
weep,v.,agsangit
weeping,n.,panagsangit
weevil,n.,bucboc
weigh,v.,timbangen
weight,n.,dagsen
weighty,adj.,nadagsen
weird,adj.,"nacaalalingget, nacabutbuteng"
welcome,n.,"naragsac nga isasangpet, panangsabat"
weld,v.,"pagtitipunen, pagsilopoen"
welfare,n.,"pagsayaatan, pagimbagan"
well,adj.,"nalaing, nacaradcad, nasayaat"
well,n.,"bubon, bito"
welt,v.,aglaylay
west,n.,laud
western,adj.,akinlaud
westward,adj.,agpalaud
wet,adj.,nabasa
wet,v.,babasaen
wet blanket,n.,pangicaat iti pudot panangupay
whale,n.,ballena
wharf,n.,pantalan
what,,interjection ania
what,pron.,ania
whatever,pron.,uray ania
wheat,n.,trigo
wheel,n.,"pilid, ligay"
wheel,v.,"pagibasen, pagpusipusen"
when,adv.,caano
whenever,adv.,caano man
where,adv.,sadino
whereby,adv.,"ket, ken, iti daytoy"
wherefore,adv.,"gapu iti daytoy, daytay"
wherein,adv.,iti daytoy
wherever,adv.,sadino man
whet,v.,"asaen, patademen"
whether,v.,"agpapan, no"
which,pron.,anja cadagitoy
while,n.,"bayat, cabayatan"
while,n.,canito
while,v.,panagpalabas iti canito
whine,v.,"unaweng, aguni"
whip,n.,"pagbaot, latico"
whip,v.,baoten
whirl,n.,"agpusipos, agtayyec"
whirl,v.,pagpusipusen
whisper,n.,arasaas
whisper,v.,"yarasaas, ipatimud"
whistle,n.,sagawisiw
whistle,v.,agsagawisiw
whistling,v.,agsagsagawisiw
white,"n., adj.","puraw, napudaw"
white ant,n.,anay
whither,adj.,sadino
who,pron.,sia-sino
whoever,pron.,"siasino man, ania man"
whole,n.,"sibubukel, amin, sangcamay-sa"
wholesale,n.,pacyawan
wholesome,adj.,nasaya-at
wholly,adv.,"iti- isu-amin, sibubukel"
whom,n.,iti siasino
whose,pron.,asino ti akincuana
why,n.,apay
wicked,adj.,managdakes
wide,adj.,"acaba, nalawa"
widow,n.,balo a babai
widower,n.,balo a lalaki
wife,n.,asawa a babai
wild,adj.,naatap
wilderness,n.,cabakiran
will,n.,"pammati, pagayatan"
will,v.,"italec, ipatawis, cayat"
win,v.,mangabac
wince,v.,"agsanud, agkedked, agcayetket"
wind,n.,"angin, pul-oy"
wind,v.,"cuerdasan, agsicco"
windmill,n.,maquina a paggarawen ti angin
window,n.,tawa
windy,adj.,naangin
wine,n.,"arac, basi"
wing,n.,payac
wing,,v agtayab
wink,n.,kidday
winnings,n.,"inabac, dagiti inabac"
winter,n.,tiempo ti lam-ex
wipe,v. punasa.,
wire,n.,"barot, alambre"
wire,v.,telegramaan
wisdom,n.,"sirib, capanunotan"
wise,adj.,"masirib, nalaing"
wish,n.,"panggep, calicagum"
wish,v.,panggepen
wit,n.,"capanunutan, sirib"
witch,n.,manggagamod
witchery,n.,pananggamud
withdraw,v.,umadayo
withdrawal,n.,"panangiccar, yaadyo"
wither,v.,malaylay
within,prep.,iti uneg
without,adv.,"no awan, iti ruar"
withstand,v.,sarkedan
witness,n.,"sacsi, testigo, nacakita"
witness,v.,"tacderan, sacsian"
witty,adj.,nasaririt
woe,n.,lobo a cas aso
woman,n.,babai
won,n.,nangabac
wonder,n.,pagsiddaawan datdatlag
wonder,v.,agsiddaaw
wonderful,adj.,macascasdaaw
wondrous,adj.,nacacasdaaw
wood,n.,cavo
wood carver,n.,agkitkiti-kit iti cayo
wool,n.,"dutdot, de lana"
word,n.,"sarita, balicas"
work,n.,"aramid, trabajo"
work,v.,"agaramid, agtrabajo"
worker,n.,mangmangged
workman,n.,mangmangged
world,n.,"lubong, sanglubongan"
worm,n.,igges
worry,n.,"paricut, danag, ducot"
worry,v.,"agsicor, agducot"
worship,v.,"agrucbab, dayawen, raemen"
worst,adj.,cadacsan
worth,n.,"gatad, pateg"
worthless,adj.,awanan iti pateg
worthy,adj.,napateg maicari
wound,n.,sugat
wound,v.,sugaten
wrap,n.,"bungon, balcot"
wrap,v.,bungonen
wrath,n.,"unget, pungtot"
wreath,n.,"arcos, sabsabong a naubon a balangat"
wreck,n.,"pannacadadael, naracrac"
wreck,v.,racraken
wrestle,v.,gabbuen
wretch,n.,"nacacaasi, naliday, nanumounay"
wrinkle,n.,curetret
wrinkle,v.,curetreten
wrinkled,adj.,nagcuretret
wrist,n.,pungua-punguan
wrist watch,n.,reloj ti ima
write,v.,"agsurat, isurat"
writer,n.,mannyrat
writhe,v.,agtiritir
writings,n.,sinuratan
wrong,v.,"idadanes, pudno, guliban"
yacht,n.,"bassit a bapor, yate"
yam,n.,ubi
yank,n.,"panangtiritir, panagdutdot"
yank,v.,"tiritiren, dutduten"
yap,n.,"taol, bassawang"
yap,v.,"tumaol, agbassawang"
yard,n.,"yarda, inaladan, arubayan"
yarn,n.,"sarita, abel"
yawn,n.,suyaab
yawning,adj.,agsuysuyaab
year,n.,tawen
yearly,adj.,tinawen
yearn,v.,calicasumga
yearning,n.,calicagum
yeast,n.,levadora
yell,n.,"dir-i, riaw"
yell,v.,"agriaw, agdir-i"
yellow,n.,duyaw
yellowing,v.,agdarangidangan
yellowish,adj.,naduyaw
yelp,n.,panagpuccaw
yes,n.,wen
yesterday,n.,idi calman
yesternight,n.,idi rabii
yet,adv.,"pag, iti banger"
yield,n.,"bunga, ani"
yield,v.,"agbunga, umayon"
yielding,adj.,"makipag-ayus, nalamuyot"
yoke,n.,paco
yolk,n.,ti nalabbasit ti itlog
yonder,adv.,"idiay, sadiay"
you,pron.,"sica, dacayo"
young,adj.,ubing
youngest,adj.,caubingan
youngish,adj.,naubing
your,pron.,"cuayo, cucuayo"
yours,pron.,cucuayo
yourself,pron.,"ta bagim, ta biangmo"
youth,n.,agtutubo
youthful,adj.,kinaagtutubo
zeal,n.,tanda ti panagaramid ti ania man a banag
zealous,adj.,"panagayat, nasiglat"
zebra,n.,caballo a nayurit ti labangna
zenith,n.,"batog ti ulo, ti langit"
zero,n.,awan
zest,n.,kinaragsac
zestful,adj.,naragsac
zinc,n.,"sim, hierro"
zone,n.,"paset, sacup, puroc, maysa a paset cadagiti lima a lasset toy lubong babaen ti pudot ken lam-ec"
zonification,n.,panangbingay ti puroc
zoo,n.,pagtaracnan cadagiti ayup
zoom,v.,napardas a panagpangato
